rule_id,query_name,industry,objective,category,subcategory,required_groups,forbidden_terms,compiled_regex,regex_flags
240,Email Confirmation,Telco / DTH,Not Available,DPA,DPA,"[[""email address confirmation"", ""confirmation number"", ""send your confirmation"", ""Confirmation call"", ""account information"", ""confirmation email"", ""missed confirmation"", ""more information"", ""address information""]]","[""email address confirmation"", ""confirmation number"", ""\""send your confirmation"", ""Confirmation call"", ""account information"", ""\""confirmation email"", ""missed confirmation"", ""more information"", ""address information""]","^(?!.*email\s+address\s+confirmation)(?!.*confirmation\s+number)(?!.*""send\s+your\s+confirmation)(?!.*Confirmation\s+call)(?!.*account\s+information)(?!.*""confirmation\s+email)(?!.*missed\s+confirmation)(?!.*more\s+information)(?!.*address\s+information)(?=.*(?:email\s+address\s+confirmation|confirmation\s+number|send\s+your\s+confirmation|Confirmation\s+call|account\s+information|confirmation\s+email|missed\s+confirmation|more\s+information|address\s+information)).*$",IGNORECASE
241,Email Confirmation 8.5,Telco / DTH,Not Available,DPA,DPA,"[[""past due payment"", ""pay my bill""], [""email address""]]","[""confirmation"", ""information""]",^(?!.*confirmation)(?!.*information)(?=.*(?:past\s+due\s+payment|pay\s+my\s+bill))(?=.*(?:email\s+address)).*$,IGNORECASE
242,Email Not Working,Telco / DTH,Not Available,Technical,Email issue,"[[""My email is not working"", ""Email is not working at all"", ""\""Your email is not working"", ""Not able to send an email"", ""\""Not able to receive email"", ""Not able to send out email""]]",[],"^(?=.*(?:My\s+email\s+is\s+not\s+working|Email\s+is\s+not\s+working\s+at\s+all|""Your\s+email\s+is\s+not\s+working|Not\s+able\s+to\s+send\s+an\s+email|""Not\s+able\s+to\s+receive\s+email|Not\s+able\s+to\s+send\s+out\s+email)).*$",IGNORECASE
243,Email not working 8.5,Telco / DTH,Not Available,Technical,Email issue,"[[""My email is not working"", ""Voice mail is not working"", ""Ondemand is not working"", ""Remote is not working"", ""Internet is not working"", ""My TV is not working"", ""Modem is not working"", ""Television remote is not working"", ""Email is not working at all"", ""Cannot get any email"", ""Your email is not working"", ""Not able to send an email"", ""Unable to send email"", ""Not able to get emails"", ""Not able to receive email"", ""Not able to send out email"", ""Not getting emails"", ""Not getting enough Signals"", ""I cannot get email"", ""You may get email to confirm"", ""Issue with email"", ""Not able to access email"", ""Not able to access movie"", ""Not able to access internet""]]","[""My email is not working"", ""Voice mail is not working"", ""Remote is not working"", ""Internet is not working"", ""\""My TV is not working"", ""Modem is not working"", ""Television remote is not working"", ""Not getting emails"", ""Not getting enough Signals"", ""I cannot get email"", ""You may get email to confirm"", ""Not able to access email"", ""Not able to access movie"", ""Not able to access internet""]","^(?!.*My\s+email\s+is\s+not\s+working)(?!.*Voice\s+mail\s+is\s+not\s+working)(?!.*Remote\s+is\s+not\s+working)(?!.*Internet\s+is\s+not\s+working)(?!.*""My\s+TV\s+is\s+not\s+working)(?!.*Modem\s+is\s+not\s+working)(?!.*Television\s+remote\s+is\s+not\s+working)(?!.*Not\s+getting\s+emails)(?!.*Not\s+getting\s+enough\s+Signals)(?!.*I\s+cannot\s+get\s+email)(?!.*You\s+may\s+get\s+email\s+to\s+confirm)(?!.*Not\s+able\s+to\s+access\s+email)(?!.*Not\s+able\s+to\s+access\s+movie)(?!.*Not\s+able\s+to\s+access\s+internet)(?=.*(?:My\s+email\s+is\s+not\s+working|Voice\s+mail\s+is\s+not\s+working|Ondemand\s+is\s+not\s+working|Remote\s+is\s+not\s+working|Internet\s+is\s+not\s+working|My\s+TV\s+is\s+not\s+working|Modem\s+is\s+not\s+working|Television\s+remote\s+is\s+not\s+working|Email\s+is\s+not\s+working\s+at\s+all|Cannot\s+get\s+any\s+email|Your\s+email\s+is\s+not\s+working|Not\s+able\s+to\s+send\s+an\s+email|Unable\s+to\s+send\s+email|Not\s+able\s+to\s+get\s+emails|Not\s+able\s+to\s+receive\s+email|Not\s+able\s+to\s+send\s+out\s+email|Not\s+getting\s+emails|Not\s+getting\s+enough\s+Signals|I\s+cannot\s+get\s+email|You\s+may\s+get\s+email\s+to\s+confirm|Issue\s+with\s+email|Not\s+able\s+to\s+access\s+email|Not\s+able\s+to\s+access\s+movie|Not\s+able\s+to\s+access\s+internet)).*$",IGNORECASE
244,Email notworking 8.5,Telco / DTH,Not Available,Technical,Email issue,"[[""Cannot get any email"", ""cannot get into my email"", ""can't get into my email""]]","[""email is not working"", ""Voice mail is not working"", ""Remote is not working"", ""\""Internet is not working"", ""TV is not working"", ""Modem is not working"", ""Television remote is not working"", ""\""email is still working"", ""i know they are not working"", ""cable is not working"", ""if its not working"", ""dvr is not working"", ""unable to send email"", ""unable to send me something"", ""unable to connect"", ""not able to receive email"", ""not able to receive incoming calls"", ""not able to receive any channels"", ""\""not able to receive the movie channels"", ""Not getting emails"", ""Not getting enough Signals"", ""not getting any signal"", ""not getting the internet"", ""\""not getting any message"", ""not getting any power"", ""not getting any picture"", ""Issue with email"", ""issue with the modem"", ""issue with the activation"", ""what email address you have"", ""Not able to access email"", ""Not able to access movie"", ""Not able to access internet"", ""not able to access my voice mail""]","^(?!.*email\s+is\s+not\s+working)(?!.*Voice\s+mail\s+is\s+not\s+working)(?!.*Remote\s+is\s+not\s+working)(?!.*""Internet\s+is\s+not\s+working)(?!.*TV\s+is\s+not\s+working)(?!.*Modem\s+is\s+not\s+working)(?!.*Television\s+remote\s+is\s+not\s+working)(?!.*""email\s+is\s+still\s+working)(?!.*i\s+know\s+they\s+are\s+not\s+working)(?!.*cable\s+is\s+not\s+working)(?!.*if\s+its\s+not\s+working)(?!.*dvr\s+is\s+not\s+working)(?!.*unable\s+to\s+send\s+email)(?!.*unable\s+to\s+send\s+me\s+something)(?!.*unable\s+to\s+connect)(?!.*not\s+able\s+to\s+receive\s+email)(?!.*not\s+able\s+to\s+receive\s+incoming\s+calls)(?!.*not\s+able\s+to\s+receive\s+any\s+channels)(?!.*""not\s+able\s+to\s+receive\s+the\s+movie\s+channels)(?!.*Not\s+getting\s+emails)(?!.*Not\s+getting\s+enough\s+Signals)(?!.*not\s+getting\s+any\s+signal)(?!.*not\s+getting\s+the\s+internet)(?!.*""not\s+getting\s+any\s+message)(?!.*not\s+getting\s+any\s+power)(?!.*not\s+getting\s+any\s+picture)(?!.*Issue\s+with\s+email)(?!.*issue\s+with\s+the\s+modem)(?!.*issue\s+with\s+the\s+activation)(?!.*what\s+email\s+address\s+you\s+have)(?!.*Not\s+able\s+to\s+access\s+email)(?!.*Not\s+able\s+to\s+access\s+movie)(?!.*Not\s+able\s+to\s+access\s+internet)(?!.*not\s+able\s+to\s+access\s+my\s+voice\s+mail)(?=.*(?:Cannot\s+get\s+any\s+email|cannot\s+get\s+into\s+my\s+email|can't\s+get\s+into\s+my\s+email)).*$",IGNORECASE
245,Emergency Alert System,Telco / DTH,Not Available,Account related,Features,"[[""emergency alert system"", ""Emergency broadcasting system"", ""\""emergency alert response system"", ""emergency broadcast system test""]]","[""emergency alert test"", ""because of emergency"", ""emergency broadcast alert"", ""comcast"", ""emergency broadcasting signal"", ""no signal""]","^(?!.*emergency\s+alert\s+test)(?!.*because\s+of\s+emergency)(?!.*emergency\s+broadcast\s+alert)(?!.*comcast)(?!.*emergency\s+broadcasting\s+signal)(?!.*no\s+signal)(?=.*(?:emergency\s+alert\s+system|Emergency\s+broadcasting\s+system|""emergency\s+alert\s+response\s+system|emergency\s+broadcast\s+system\s+test)).*$",IGNORECASE
246,Emergency Alert System 8.5,Telco / DTH,Not Available,Account related,Features,"[[""emergency alert system"", ""emergency broadcasting system"", ""\""emergency alert response system"", ""emergency broadcast system test""]]","[""emergency alert test"", ""because of emergency"", ""emergency broadcast alert"", ""comcast"", ""emergency broadcasting signal"", ""no signal""]","^(?!.*emergency\s+alert\s+test)(?!.*because\s+of\s+emergency)(?!.*emergency\s+broadcast\s+alert)(?!.*comcast)(?!.*emergency\s+broadcasting\s+signal)(?!.*no\s+signal)(?=.*(?:emergency\s+alert\s+system|emergency\s+broadcasting\s+system|""emergency\s+alert\s+response\s+system|emergency\s+broadcast\s+system\s+test)).*$",IGNORECASE
247,Equipment Fee 8.5,Telco / DTH,Not Available,Billing,Waiver / Fee,"[[""seven dollar equipment fee"", ""seven dollars for the Modem"", ""Modem which is Seven dollars""]]",[],^(?=.*(?:seven\s+dollar\s+equipment\s+fee|seven\s+dollars\s+for\s+the\s+Modem|Modem\s+which\s+is\s+Seven\s+dollars)).*$,IGNORECASE
248,Equipment Protection,Telco / DTH,Not Available,Process Specific,Process Specific,"[[""if we can't repair it""]]","[""Equipment protection"", ""for equipment"", ""equipment that"", ""service protection""]",^(?!.*Equipment\s+protection)(?!.*for\s+equipment)(?!.*equipment\s+that)(?!.*service\s+protection)(?=.*(?:if\s+we\s+can't\s+repair\s+it)).*$,IGNORECASE
249,Equipment Protection 8.5,Telco / DTH,Not Available,Process Specific,Process Specific,"[[""equipment protection"", ""equipment protection plan""], [""if we can't repair it""]]",[],^(?=.*(?:equipment\s+protection|equipment\s+protection\s+plan))(?=.*(?:if\s+we\s+can't\s+repair\s+it)).*$,IGNORECASE
250,ERR 36895,Telco / DTH,Not Available,Process Specific,Process Specific,"[[""E R R three six eight nine five"", ""Error three six eight nine five""]]",[],^(?=.*(?:E\s+R\s+R\s+three\s+six\s+eight\s+nine\s+five|Error\s+three\s+six\s+eight\s+nine\s+five)).*$,IGNORECASE
251,ERR 36895 8.5,Telco / DTH,Not Available,Process Specific,Process Specific,"[[""E R R three six eight nine five"", ""Error three six eight nine five""]]",[],^(?=.*(?:E\s+R\s+R\s+three\s+six\s+eight\s+nine\s+five|Error\s+three\s+six\s+eight\s+nine\s+five)).*$,IGNORECASE
252,ERR 36896,Telco / DTH,Not Available,Process Specific,Process Specific,"[[""E R R three six eight nine six"", ""error three six eight nine six"", ""\""error code three six eight nine six""]]",[],"^(?=.*(?:E\s+R\s+R\s+three\s+six\s+eight\s+nine\s+six|error\s+three\s+six\s+eight\s+nine\s+six|""error\s+code\s+three\s+six\s+eight\s+nine\s+six)).*$",IGNORECASE
253,ERR 36896 8.5,Telco / DTH,Not Available,Process Specific,Process Specific,"[[""E R R three six eight nine six"", ""error three six eight nine six""]]",[],^(?=.*(?:E\s+R\s+R\s+three\s+six\s+eight\s+nine\s+six|error\s+three\s+six\s+eight\s+nine\s+six)).*$,IGNORECASE
254,ERR 7,Telco / DTH,Not Available,Process Specific,Process Specific,"[[""Error"", ""letter"", ""Seven"", ""seventeen"", ""twenty four seven"", ""seven days a week""]]","[""Error"", ""letter"", ""Seven"", ""seventeen"", ""twenty four seven"", ""seven days a week""]",^(?!.*Error)(?!.*letter)(?!.*Seven)(?!.*seventeen)(?!.*twenty\s+four\s+seven)(?!.*seven\s+days\s+a\s+week)(?=.*(?:Error|letter|Seven|seventeen|twenty\s+four\s+seven|seven\s+days\s+a\s+week)).*$,IGNORECASE
255,ERR 7 8.5,Telco / DTH,Not Available,Process Specific,Process Specific,"[[""Error""]]","[""Seven"", ""error seventeen""]",^(?!.*Seven)(?!.*error\s+seventeen)(?=.*(?:Error)).*$,IGNORECASE
256,Error 17,Telco / DTH,Not Available,Process Specific,Process Specific,"[[""Error Seventeen"", ""C L seventeen""]]",[],^(?=.*(?:Error\s+Seventeen|C\s+L\s+seventeen)).*$,IGNORECASE
257,Error 17 8.5,Telco / DTH,Not Available,Process Specific,Process Specific,"[[""Error Seventeen"", ""Seventeenth of"", ""Seventh of"", ""Seven"", ""Error seven"", ""Channel Seventeen"", ""C L seventeen"", ""Seventeenth of"", ""Seventh of"", ""Seven"", ""Error seven"", ""Channel Seventeen"", ""something""]]","[""Error Seventeen"", ""Seventeenth of"", ""Seventh of"", ""Seven"", ""Error seven"", ""Channel Seventeen"", ""C L seventeen"", ""Seventeenth of"", ""Seventh of"", ""Seven"", ""Error seven"", ""Channel Seventeen""]",^(?!.*Error\s+Seventeen)(?!.*Seventeenth\s+of)(?!.*Seventh\s+of)(?!.*Seven)(?!.*Error\s+seven)(?!.*Channel\s+Seventeen)(?!.*C\s+L\s+seventeen)(?!.*Seventeenth\s+of)(?!.*Seventh\s+of)(?!.*Seven)(?!.*Error\s+seven)(?!.*Channel\s+Seventeen)(?=.*(?:Error\s+Seventeen|Seventeenth\s+of|Seventh\s+of|Seven|Error\s+seven|Channel\s+Seventeen|C\s+L\s+seventeen|Seventeenth\s+of|Seventh\s+of|Seven|Error\s+seven|Channel\s+Seventeen|something)).*$,IGNORECASE
258,Error 65535,Telco / DTH,Not Available,Process Specific,Process Specific,"[[""E R R"", ""Error""], [""OR( \""E R R\"",\""Error""]]","[""six five five three five"", ""six five five three two"", ""Six five three five""]","^(?!.*six\s+five\s+five\s+three\s+five)(?!.*six\s+five\s+five\s+three\s+two)(?!.*Six\s+five\s+three\s+five)(?=.*(?:E\s+R\s+R|Error))(?=.*(?:OR\(\s+""E\s+R\s+R"",""Error)).*$",IGNORECASE
259,Error 65535 8.5,Telco / DTH,Not Available,Process Specific,Process Specific,"[[""E R R six five five three five"", ""six five five three two"", ""seven five three five""]]","[""E R R six five five three five"", ""six five five three two"", ""seven five three five""]",^(?!.*E\s+R\s+R\s+six\s+five\s+five\s+three\s+five)(?!.*six\s+five\s+five\s+three\s+two)(?!.*seven\s+five\s+three\s+five)(?=.*(?:E\s+R\s+R\s+six\s+five\s+five\s+three\s+five|six\s+five\s+five\s+three\s+two|seven\s+five\s+three\s+five)).*$,IGNORECASE
260,Error Code - 65532,Telco / DTH,Not Available,Process Specific,Process Specific,"[[""six five five three two"", ""six five five three eight four"", ""six five five nine two one one"", ""six five five three one""]]","[""six five five three two"", ""six five five three eight four"", ""\""six five five nine two one one"", ""six five five three one""]","^(?!.*six\s+five\s+five\s+three\s+two)(?!.*six\s+five\s+five\s+three\s+eight\s+four)(?!.*""six\s+five\s+five\s+nine\s+two\s+one\s+one)(?!.*six\s+five\s+five\s+three\s+one)(?=.*(?:six\s+five\s+five\s+three\s+two|six\s+five\s+five\s+three\s+eight\s+four|six\s+five\s+five\s+nine\s+two\s+one\s+one|six\s+five\s+five\s+three\s+one)).*$",IGNORECASE
261,Error Code - 65532 8.5,Telco / DTH,Not Available,Process Specific,Process Specific,"[[""six five five three two"", ""six five five three five""]]","[""six five five three two"", ""six five five three five""]",^(?!.*six\s+five\s+five\s+three\s+two)(?!.*six\s+five\s+five\s+three\s+five)(?=.*(?:six\s+five\s+five\s+three\s+two|six\s+five\s+five\s+three\s+five)).*$,IGNORECASE
262,Error Code - All SRMs,Telco / DTH,Not Available,Process Specific,Process Specific,"[[""s r m eight zero zero one"", ""s r m dash eight"", ""\""s r m eight zero one two"", ""s r m six five five three two""]]",[],"^(?=.*(?:s\s+r\s+m\s+eight\s+zero\s+zero\s+one|s\s+r\s+m\s+dash\s+eight|""s\s+r\s+m\s+eight\s+zero\s+one\s+two|s\s+r\s+m\s+six\s+five\s+five\s+three\s+two)).*$",IGNORECASE
263,Error Code - All SRMs 8.5,Telco / DTH,Not Available,Process Specific,Process Specific,"[[""s-r-m"", ""s r m eight zero zero one"", ""\""s r m eight zero one two""]]",[],"^(?=.*(?:s\-r\-m|s\s+r\s+m\s+eight\s+zero\s+zero\s+one|""s\s+r\s+m\s+eight\s+zero\s+one\s+two)).*$",IGNORECASE
264,Error Code - CL- 7,Telco / DTH,Not Available,Process Specific,Process Specific,"[[""error seven"", ""error seven has occured"", ""Report Error Seven"", ""\"" Error Seven Message"", ""Still says error seven"", ""c l seven"", ""c l dash seven""]]",[],"^(?=.*(?:error\s+seven|error\s+seven\s+has\s+occured|Report\s+Error\s+Seven|""\s+Error\s+Seven\s+Message|Still\s+says\s+error\s+seven|c\s+l\s+seven|c\s+l\s+dash\s+seven)).*$",IGNORECASE
265,Error Code - CL- 7 8.5,Telco / DTH,Not Available,Process Specific,Process Specific,"[[""c l seven"", ""c l dash seven"", ""error seven"", ""error seven has occured""]]",[],^(?=.*(?:c\s+l\s+seven|c\s+l\s+dash\s+seven|error\s+seven|error\s+seven\s+has\s+occured)).*$,IGNORECASE
266,Error Code - S0A00,Telco / DTH,Not Available,Process Specific,Process Specific,"[[""one moment please"", ""one moment please this channel"", ""\""moment please this feature"", ""one moment please message"", ""Channel shoud be available shortly"", ""\""one moment please your service"", ""Please wait one moment please wait""]]",[],"^(?=.*(?:one\s+moment\s+please|one\s+moment\s+please\s+this\s+channel|""moment\s+please\s+this\s+feature|one\s+moment\s+please\s+message|Channel\s+shoud\s+be\s+available\s+shortly|""one\s+moment\s+please\s+your\s+service|Please\s+wait\s+one\s+moment\s+please\s+wait)).*$",IGNORECASE
267,Error Code - S0A00 8.5,Telco / DTH,Not Available,Process Specific,Process Specific,"[[""one moment please"", ""one moment please this channel"", ""\""moment please this feature"", ""one moment please message"", ""\""one moment please your service"", ""loading data one moment please""]]",[],"^(?=.*(?:one\s+moment\s+please|one\s+moment\s+please\s+this\s+channel|""moment\s+please\s+this\s+feature|one\s+moment\s+please\s+message|""one\s+moment\s+please\s+your\s+service|loading\s+data\s+one\s+moment\s+please)).*$",IGNORECASE
268,Error Code - SRM-20,Telco / DTH,Not Available,Process Specific,Process Specific,"[[""S R M Twenty"", ""Ess-Are-Em Twenty""]]",[],^(?=.*(?:S\s+R\s+M\s+Twenty|Ess\-Are\-Em\s+Twenty)).*$,IGNORECASE
269,Error Code - SRM-20 8.5,Telco / DTH,Not Available,Process Specific,Process Specific,"[[""S R M Twenty""]]",[],^(?=.*(?:S\s+R\s+M\s+Twenty)).*$,IGNORECASE
270,Error Code - SRM-8001,Telco / DTH,Not Available,Process Specific,Process Specific,"[[""s-r-m eight zero zero one""]]",[],^(?=.*(?:s\-r\-m\s+eight\s+zero\s+zero\s+one)).*$,IGNORECASE
271,Error Code - SRM-8001 8.5,Telco / DTH,Not Available,Process Specific,Process Specific,"[[""s-r-m eight o o one"", ""s-r-m eight zero zero one""]]",[],^(?=.*(?:s\-r\-m\s+eight\s+o\s+o\s+one|s\-r\-m\s+eight\s+zero\s+zero\s+one)).*$,IGNORECASE
272,Error Fourteen,Telco / DTH,Not Available,Process Specific,Process Specific,"[[""hundred"", ""dollars"", ""people""]]","[""Error"", ""later"", ""number"", ""for"", ""letter"", ""\""supervisor"", ""dollars"", ""november"", ""inner"", ""entire"", ""there"", ""Fourteen"", ""two T Vees"", ""four two nine"", ""porting"", ""between""]","^(?!.*Error)(?!.*later)(?!.*number)(?!.*for)(?!.*letter)(?!.*""supervisor)(?!.*dollars)(?!.*november)(?!.*inner)(?!.*entire)(?!.*there)(?!.*Fourteen)(?!.*two\s+T\s+Vees)(?!.*four\s+two\s+nine)(?!.*porting)(?!.*between)(?=.*(?:hundred|dollars|people)).*$",IGNORECASE
273,Error Fourteen 8.5,Telco / DTH,Not Available,Process Specific,Process Specific,"[[""ninetynine"", ""nine"", ""two""], [""D""], [""C""]]","[""error"", ""area""]",^(?!.*error)(?!.*area)(?=.*(?:ninetynine|nine|two))(?=.*(?:D))(?=.*(?:C)).*$,IGNORECASE
274,Errors,Telco / DTH,Not Available,Process Specific,Process Specific,"[[""error code"", ""Area code and phone"", ""go turn the sheet"", ""here we are facing"", ""there we go"", ""the recording"", ""postal code"", ""error message"", ""Massachusetts"", ""Through that message"", ""voicemail message"", ""service message""]]","[""error code"", ""go turn the sheet"", ""\""here we are facing"", ""there we go"", ""the recording"", ""postal code"", ""error message"", ""Massachusetts"", ""Through that message"", ""\""voicemail message"", ""service message""]","^(?!.*error\s+code)(?!.*go\s+turn\s+the\s+sheet)(?!.*""here\s+we\s+are\s+facing)(?!.*there\s+we\s+go)(?!.*the\s+recording)(?!.*postal\s+code)(?!.*error\s+message)(?!.*Massachusetts)(?!.*Through\s+that\s+message)(?!.*""voicemail\s+message)(?!.*service\s+message)(?=.*(?:error\s+code|Area\s+code\s+and\s+phone|go\s+turn\s+the\s+sheet|here\s+we\s+are\s+facing|there\s+we\s+go|the\s+recording|postal\s+code|error\s+message|Massachusetts|Through\s+that\s+message|voicemail\s+message|service\s+message)).*$",IGNORECASE
275,Errors 8.5,Telco / DTH,Not Available,Process Specific,Process Specific,"[[""error code"", ""area code"", ""getting error message""]]","[""error code"", ""area code""]",^(?!.*error\s+code)(?!.*area\s+code)(?=.*(?:error\s+code|area\s+code|getting\s+error\s+message)).*$,IGNORECASE
